beer_text,brewery,beer
"beer kind: Lager - Munich Dunkel |description: Ein untergĂ¤riges Bier mit krĂ¤ftiger, schwarzbrauner Farbe, nur leicht gehopft und etwas stĂ¤rker als das helle Bier. StammwĂĽrze 12,5% mit etwas lieblicherem Charakter. VergĂ¤rt 7 Tage zwischen 7-9 Â°C. Im Lagerkeller reift das Bier 3 Wochen bei 0 Â°C aus und bindet dabei die natĂĽrliche KohlensĂ¤ure. Alkoholgehalt 5,1 - 5,5 %. |ABV: 5.01 |IBU: N/A |rating: 3.64",Domhof Hausbrauerei,Dunkles DOMHOF-Bier
beer kind: Lager - Munich Dunkel |description:  |ABV: 5.04 |IBU: N/A |rating: 3.64,Brauerei MĂ¤rkl,Freudenberger Dunkel
"beer kind: Lager - Munich Dunkel |description: This is a brown lager made here in Newport, Kentucky.  Very tasty. |ABV: 5.04 |IBU: N/A |rating: 3.64",Staatliches HofbrĂ¤uhaus MĂĽnchen,HofbrĂ¤u Braunbier
"beer kind: Lager - Munich Dunkel |description: a dark mild beer, brewed according to the Munich style, malt emphasized, bottom-fermented and unfiltered |ABV: 5.03 |IBU: N/A |rating: 3.64",BacchusbrĂ¤u - Mahls Kleines Brauhaus,1489
beer kind: Lager - Munich Dunkel |description:  |ABV: 5.04 |IBU: N/A |rating: 3.64,Schloderer BrĂ¤u,Dunkel
beer kind: Lager - Munich Dunkel |description:  |ABV: 5.05 |IBU: N/A |rating: 3.63,Woltersdorfer Schleusenbrauerei,Woltersdorfer Dunkel
beer kind: Lager - Munich Dunkel |description:  |ABV: 4.08 |IBU: N/A |rating: 3.63,Altstadtbrauerei MarienbrĂ¤u,Dunkel
"beer kind: Lager - Munich Dunkel |description: Superseded by ""Dunkel"" |ABV: 5.05 |IBU: N/A |rating: 3.63",HofbrĂ¤uhaus Traunstein,Altbairisch Dunkel
beer kind: Lager - Munich Dunkel |description:  |ABV: 5.2 |IBU: N/A |rating: 3.63,Kulmbacher Brauerei,Urkulm Dunkel
"beer kind: Lager - Munich Dunkel |description: Spezial-Dunkel ist kein Bockbier, sondern eine SpezialitĂ¤t, die nur zur Weihnachts- und Osterzeit zum Ausschank kommt. Seine Dunkle Farbe und der intensive, kernige Geschmack stammen daher, dass es mit RĂ¶stmalz eingebraut wird. |ABV: 5.03 |IBU: N/A |rating: 3.63",Adler BrĂ¤u Wiernsheim,Spezial Dunkel
"beer kind: Lager - Munich Dunkel |description: Brewed at FĂĽrst Wallerstein Brauhaus, a Bavarian brewery that belongs to the Princes of Oettingen-Wallerstain, one of the oldest noble German families, famous for its masterpieces of the brewing art.Clear deep dark brown body. Earthy caramel aroma. Dry-sweet caramel taste with earthy chocolatey notes. Mid-bodied. Mild, fizzy mouthfeel. Dry roast caramel aftertaste with earthy chocolate notes. |ABV: 5.02 |IBU: N/A |rating: 3.63",FĂĽrst Wallerstein Brauhaus,Bavaringer Dunkel
"beer kind: Lager - Munich Dunkel |description: Sleigh bells ring, are you listening? In the lane, snow is glistening. A beautiful sight. We're hoppy tonight. Walking in a Winter Waldiland. Zutaten: Brauwasser, Gerstenmalz, Hopfen (Spalter Select T90) und Hefe. / Contains: Brewing Water, Barley Malt, Hops (Spalter Select T90) and Yeast. Vegan friendly. Best before: 13.11.2026 |ABV: 5.06 |IBU: 20 |rating: 3.63",Lieber Waldi,Winter Waldiland
"beer kind: Lager - Other |description: classic franconian festbier aged with oak chips wich were soaked in scottish whisky from Lindores Abbey. collab with the ""st. egidien church"" from nuernberg wich was founded by scottish monks - kind of :)  |ABV: 5.05 |IBU: N/A |rating: 3.73",orca brau,Single Maltz
beer kind: Lager - Other |description: HBC 1019 Single Hop Lager |ABV: 6.05 |IBU: N/A |rating: 3.72,Wittorfer Brauerei NeumĂĽnster,Hackengas 4
beer kind: Lager - Other |description:  |ABV: 5.02 |IBU: N/A |rating: 3.71,True Brew Brewing Co.,Hopfengold
beer kind: Lager - Other |description: Unfiltered |ABV: 5.02 |IBU: N/A |rating: 3.68,G&A Veltins,Grevensteiner Unfiltered Lager
beer kind: Lager - Other |description:  |ABV: 4.07 |IBU: 20 |rating: 3.67,Hops & Barley,Goslar Style Lager
"beer kind: Lager - Other |description: Lazy Lager is a cold-hopped fruity, harmoniously full-bodied beer from the James Farm Brewery in Flensburg. The barley is grown on James Farm just a few kilometers away, and the beer is sold only within a radius of up to 100 miles around the brewery. |ABV: 4.08 |IBU: N/A |rating: 3.67",FARM REBLS | James Farm Brewery GmbH,Lazy Lager
beer kind: Lager - Other |description:  |ABV: 6.0 |IBU: N/A |rating: 3.67,Kemker Kultuur (Brauerei J. Kemker),Farmhouse Lager
beer kind: Lager - Other |description: A classic lager brewed with Perle and dry-hopped with a touch of Nelson.  |ABV: 5.05 |IBU: N/A |rating: 3.63,Blech.Brut 8 Bit,Weaponized Stupidity
beer kind: Lager - Other |description:  |ABV: 5.03 |IBU: N/A |rating: 3.63,SaarfĂĽrst Merziger Brauhaus,Biereiche
"beer kind: Lager - Other |description: Um den sommerlichen Genuss zu betonen, haben sich Janis GĂ¶bel und Emil Spilger eine Besonderheit einfallen lassen. Nachdem die Rezeptur fĂĽr ein Lager stand, wurde noch Feinarbeit geleistet. So wird bei den verwendeten Malzen auch ein Anteil an Karamellmalz eingesetzt, der die angenehme Malzaromatik noch vollstĂ¤ndig abrundet. Auch beim Hopfen zeigte sich die Experimentierfreude mit zusĂ¤tzlicher Verwendung von Callista-Hopfen. Mit dem Ergebnis, dass man sĂĽĂźe FrĂĽchte (Aprikose, Maracuja) und rote Beeren (Himbeere, Brombeere) riechen kann, im Geschmack Maracuja und Grapefruit findet. |ABV: 4.07 |IBU: 20 |rating: 3.06",Eder & Heylands Brauerei,Schlappeseppel GesellenstĂĽck No. 4 - Edel Sommerlager
"beer kind: Lager - Other |description: Rothaus FĂĽrst-Abt Edel - Ein Bier mit klĂ¶sterlicher SeeleDie Geschichte der Badischen Staatsbrauerei Rothaus beginnt im Jahr 1791, als der visionĂ¤re FĂĽrstabt Martin Gerbert II. des Benediktinerklosters St. Blasien die Brauerei grĂĽndete. Sein Ziel: Die Region wirtschaftlich zu stĂ¤rken und den Menschen ein ehrliches und hochwertiges Bier zu schenken.Mit FĂĽrst-Abt Edel ehren wir diesen Ursprung. Das Bier trĂ¤gt nicht nur seinen Namen, sondern auch seinen Geist: klĂ¶sterliche Braukunst, Verantwortung fĂĽr die Region und ein kompromissloser Anspruch an QualitĂ¤t.Beim Kauf jeder Kiste unterstĂĽtzen Sie die Klimaprojekte des Kloster St. Blasien mit einem Euro. |ABV: 5.08 |IBU: 21 |rating: 3.06",Badische Staatsbrauerei Rothaus,TannenzĂ¤pfle FĂĽrst-Abt Edel
"beer kind: Lager - Other |description: Made in partnership with our friends at Coffee Circle in Wedding, Berlin, this beer shows off what hand crafted ingredients can do. More than the sum of its parts.    The aroma of roasted beans, clean crisp beer, and after taste of a fresh cup of coffee.IngredientsWater, Barley malt, Organic Coffee Beans, Oat Flakes, Hops, Yeast.Contains caffeine. |ABV: 5.0 |IBU: N/A |rating: 3.59",Vagabund Brauerei,Ethiopian Sunrise
beer kind: Lager - Other |description: Lager beer with a hint of spruce from the main spruce tree at the hotel forsthaus. collaboration with the hotel.  |ABV: 4.08 |IBU: N/A |rating: 3.57,orca brau,Max's Forest Brew
"beer kind: Lager - Other |description: New Zealand LagerMalziges Lager, Single Hop Motueka (NZ) |ABV: 4.06 |IBU: 45 |rating: 3.57",StraĂźenbrĂ¤u,Motueka
beer kind: Lager - Other |description: NaturtrĂĽbes Hopfengestopftes GrĂĽnhopfen Lager. Mit erntefrischen Galaxy Hopfendolden gebraut. Collab Sud von David Hertl und Christian Zwanzger. |ABV: 4.09 |IBU: N/A |rating: 3.56,Brauerei & Gasthof Zwanzger,Duschbier
"beer kind: Lager - Other |description: Unsere Interpretation eines frĂ¤nkischen Lagers. Ein schĂ¶ner malziger KĂ¶rper mit einem Hauch Rauchmalz, verfeinert mit dem neuen Hallertauer Aromahopfen Ariana. Wir sind ĂĽberzeugt: Ariana passt super zum frĂ¤nkischen Lager!Alkohol: 5,2 % Vol.Zutaten: Wasser, Gerstenmalz, Hopfen (Hallertauer MittelfrĂĽh, Ariana) und Hefe |ABV: 5.02 |IBU: N/A |rating: 3.56",Ale Mania,Ariâ™ĄFrank
beer kind: Lager - Other |description:  |ABV: 4.07 |IBU: 24 |rating: 3.05,PiepNitz,Saltâ€n Lime
"beer kind: Lager - Other |description: Dieses exklusive Bier gehĂ¶rt zur Gattung â€žNew Style Lagerâ€ś. Durch die Kalthopfung im Reifungstank mit drei verschiedenen Hopfensorten ergibt sich eine intensiv-fruchtige Hopfenaromatik mit Noten von Zitrus, Maracuja und Pfirsich.Zutaten: Brauwasser, Gerstenmalz, Hopfen, HefeCharakter: fruchtig & floral mit ausgegrĂ¤gten ZitrusaromenVerfahren: unfiltriert, kaltgehopftHopfensorten: Hallertauer MittelfrĂĽh, Galaxy, Cascade, AmarilloTrinktemperatur: 6â€“8 Â°C |ABV: 4.09 |IBU: N/A |rating: 3.49",Pott's Brauerei,Brauatelier Lemon Tree
beer kind: Lager - Other |description:  |ABV: 4.09 |IBU: N/A |rating: 3.49,Lahnsteiner Brauerei,GreenHills Irish Lager
"beer kind: Lager - Other |description: The shimmering golden yellow hue is typical of the regionâ€™s lagers. Brilliant and sunny, with a lingering, snow-white head and a persistent effervescence. Brewing beer in Germanyâ€™s Palatine region since 1679, our brewery partners that produce Schaumstoffherz are proud of their balance of traditional brewing techniques and recipes. The totally refitted, ultramodern facility assures quality and consistency in every can. Schaumstoffherz is made using the â€śdouble-hoppingâ€ť technique, giving the beer its signature spicy aroma and flavor.  |ABV: 4.02 |IBU: N/A |rating: 3.46",Privatbrauerei Eichbaum,Schaumstoffherz
beer kind: Lager - Other |description: matured with swedish fermented Sild (SurstrĂ¶mming) |ABV: 5.01 |IBU: N/A |rating: 3.42,Octobraeu,SurstrĂ¶mming Lager Funky Fish
beer kind: Lager - Other |description:  |ABV: 4.09 |IBU: N/A |rating: 3.41,CREW Republic,25 Years L'Osteria Anniversary Brew
"beer kind: Lager - Other |description: Unsere erste Collab mit den Food-Trendspottern von CeeCee. Ein hopfiges Crossover zwischen Mexican und Wiener Lager mit  einem malzigen KĂ¶rper und erfrischenden Noten von  GurkenpĂĽree, abgerundet von leichten Citrusnoten.A black and white tribute to our grey city, this quench-conquering lager packs colorful cucumber notes alongside WLP940, Lemondrop and Magnum - smoothing out an initial punchy nosefull into a garden of lemon and mint. Berlin's back. Summer's back. Thirst is yesterday.Let's have a Cee Cee ?â€Ťâ™€ď¸Ź |ABV: 4.02 |IBU: N/A |rating: 3.04",BRLO,Cucumber Quench
beer kind: Lager - Other |description: Helles base with 1% lime juice |ABV: 4.09 |IBU: N/A |rating: 3.39,FrauGruber Brewing,Limelight Lager
beer kind: Lager - Other |description:  |ABV: 4.05 |IBU: 20 |rating: 3.33,Privatbrauerei Eichbaum,Hop Rider Island Lager
beer kind: Lager - Other |description: Lager-Saison hybrid |ABV: 4.05 |IBU: N/A |rating: 3.33,Freigeist Bierkultur,Lagerfarm
"beer kind: Lager - Other |description: Das Lager im Schafspelz wird mit einer obergĂ¤rigen norwegischen Hefe namens Kveik fermentiert und birgt eine echte Ăśberraschung. Trotz obergĂ¤riger Brautemperaturen schmeckt das Bier am Ende wie ein fruchtiges, ĂĽberaus sĂĽffiges Lager.FĂĽr den besonderen Hopfenkick habe ich das auĂźergewĂ¶hnliche Bier mit einer Extraportion Citra-Hopfen gestopft. Durch die Kalthopfung mit der aromatischen Hopfensorte gewinnt das Bier an Fruchtigkeit, ohne dabei zu bitter zu werden. |ABV: 5.06 |IBU: N/A |rating: 3.32",Braumanufaktur Hertl,Brauer Carsten
beer kind: Lager - Other |description: German Craft Beer & Mexican Mesqual |ABV: 10.05 |IBU: 60 |rating: 3.26,Pulq,Pulq Beer with Mezcal
"beer kind: Lager - Other |description: This composition of different malts and special hop varieties (Perle, Bavaria-Mandarina) produces a mild lager with a slightly fruity aroma. The perfect accompaniment to fresh salads and light meat dishes. |ABV: 4.07 |IBU: 25 |rating: 3.13",SchloĂźbrauerei Rheder,Husaren Rittmeister
beer kind: Lager - Other Light |description:  |ABV: 4.0 |IBU: N/A |rating: 2.07,Lidl Deutschland / Germany,Argus Silver
beer kind: Lager - Other Light |description:  |ABV: 2.08 |IBU: N/A |rating: 2.49,Oettinger Brauerei,Rainbow Lager
beer kind: Lager - Pale |description: Single hop Talus dry hopped lager. |ABV: 4.05 |IBU: 30 |rating: 3.82,Simian Ales,Minas Talus
"beer kind: Lager - Pale |description: Neo Lager with Mosaic Cryo, Vic Secret and Hallertauer Blanc Nectar. |ABV: 5.05 |IBU: N/A |rating: 3.73",Blech.Brut,Faded Needs
"beer kind: Lager - Pale |description: A lager with a twist. It's made with CitraÂ© hops, known for its citrusy and tropical notes. This combination of ingredients gives this beer a distinct and refreshing flavor profile that is sure to delight your taste buds! |ABV: 5.0 |IBU: N/A |rating: 3.71",Craftcore Brewing,Lager
"beer kind: Lager - Pale |description: Greatly inspired by some wonderful years spent in Seattle and Vermont, our beer thoughtfully celebrates the fusion of pristine Bavarian brewing tradition with the fresh, hoppy, and absolutely delightful character of the american coasts. To us, our Liquid Gold Lager honors our favorite characteristics in beer and embodies the experiences we hold so dear in our hearts. |ABV: 4.08 |IBU: N/A |rating: 3.69",HOP CODE UG,You & Me Lager
"beer kind: Lager - Pale |description: ""Syndenlager"" = Copyright Jan Teuchert.Verwendung durch Synde BrĂ¤u ist nicht gestattet. |ABV: 5.01 |IBU: N/A |rating: 3.69",Synde BrĂ¤u,Petit Blanc Syndenlager
beer kind: Lager - Pale |description: Solero eine untergĂ¤rige goldfarbene SpezialitĂ¤t mit tropischem Fruchtaroma |ABV: 5.03 |IBU: N/A |rating: 3.68,Steinbach BrĂ¤u,Solero
beer kind: Lager - Pale |description: An Amber Pale Lager with a slightly higher alcohol level and a rich amount of hops. |ABV: 5.08 |IBU: 28 |rating: 3.68,Staatliches HofbrĂ¤uhaus MĂĽnchen,HofbrĂ¤u Hopfen Spezial
beer kind: Lager - Pale |description:  |ABV: 5.05 |IBU: 32 |rating: 3.67,Pax BrĂ¤u,RhĂ¶ner Hopfensonne
beer kind: Lager - Pale |description:  |ABV: 5.05 |IBU: N/A |rating: 3.67,Schoppe BrĂ¤u,Lilly Lager
beer kind: Lager - Pale |description:  |ABV: 5.0 |IBU: 28 |rating: 3.66,Max Mundus,Bierbube Max Magnus
"beer kind: Lager - Pale |description: Kraftvolles Spiel fruchtig-herber Hopfen auf malzig-kuehnem Grund. Hops: Mosaic, Galena, HĂĽll Melon, Summit. |ABV: 5.0 |IBU: N/A |rating: 3.65",KUEHN KUNZ ROSEN,H45
beer kind: Lager - Pale |description: Exclusive small batch green hop beer. Gebraut mit erntefrischem Hochdorfer Aromahopfen. Die frisch gezupften Hopfendolden werden fĂĽr dieses exklusive Bier direkt aus unserem Hopfengarten in die Brauerei gebracht und sofort verarbeitet - frischer geht es nicht. |ABV: 4.09 |IBU: N/A |rating: 3.64,Hochdorfer Kronenbrauerei,Hochdorfer GrĂĽnhopfen
"beer kind: Lager - Pale |description: Sommer, Sonne, Bier! Die Antwort auf die ersehnte heiĂźe Jahreszeit ist unser NĂĽrnberger Sommerbier. Im Glas scheint fast die Sonne|ABV: 4.02 |IBU: 32 |rating: 3.63",Hausbrauerei Altstadthof,NĂĽrnberger SommerBier
beer kind: Lager - Pale |description:  |ABV: 3.02 |IBU: 35 |rating: 3.63,Kultland Brauerei,Kult Sommer
beer kind: Lager - Pale |description:  |ABV: 5.03 |IBU: N/A |rating: 3.62,Brauerei Gebr. Maisel,Hopfige Heldin
"beer kind: Lager - Pale |description: Optik:Ein goldfarbenes, naturtrĂĽbes Bier mit wunderbar feinporigem Schaum. Duft:Reiner und frischer Duft mit krĂ¤ftigen Hopfenaromen. Erinnert an Citrus mit einer Note sĂĽĂźer BeerenfrĂĽchte.Geschmack:SĂĽffig, perfekt fĂĽr warme Sommertage!Antrunk: Schlank - dabei leichte Malzaromen. Haupttrunk : Leicht sĂĽĂźliche Malznoten sowie intensive Hopfenaromen, die an Zitrone und Wassermelone erinnern. Die Hopfenbittere bleibt unaufdringlich im Hintergrund. Samtige Struktur mit leicht fruchtigen Hefearomen.Nachtrunk: Prickelnd und erfrischend! |ABV: 5.02 |IBU: 12 |rating: 3.62",HEERLIJK! HEIDELBERG,Hendesse Hell
"beer kind: Lager - Pale |description: Bier des Monats August 2020MĂĽnchner Klassiker trifft WestcoastHopfen: Hallertauer Tradition, Saphir & CitraMalz: Pilsner und Helles CaramellmalzGĂ¤rung: 7 Tage bei 8,5Â° CelsiusReifung: 8 Wochen bei 0-2Â° Celsius |ABV: 4.09 |IBU: N/A |rating: 3.61",Hatz-Moninger Brauhaus,Citra Hell
"beer kind: Lager - Pale |description: Hoppy, Fruity Lager.Part of our Core Range. |ABV: 4.08 |IBU: N/A |rating: 3.61",Yankee & Kraut,Transfusion (2021-)
"beer kind: Lager - Pale |description: Unser SommerHopfen ist ein helles, sĂĽffiges, herbes Lager mit fruchtig zitronigen Noten aus der Kalthopfung! SchnĂ¶rkellos geeignet fĂĽr alle Sommerfeste, Events und Grillpartys!Das Brauhaus Brandmeier gibt auch hier eine Edition heraus. Jede Edition wird mit anderen Hopfensorten geschmacklich verfeinert.Edition 2016: Amarillo und Citra HopfenEdition 2017: Amarillo und Citra Hopfen |ABV: 4.07 |IBU: N/A |rating: 3.61",Cadolzburger Brauhaus Brandmeier,Cadolzburger Sommer Hopfen
beer kind: Lager - Pale |description:  |ABV: 5.05 |IBU: N/A |rating: 3.61,Brauhaus Faust - Miltenberg,Riesen Spezial
beer kind: Lager - Pale |description: Seasonal. A triple hopped lager with strong ABV. |ABV: 5.02 |IBU: N/A |rating: 3.06,Brauhaus Zwiebel,Soester Hopfenbier
"beer kind: Lager - Pale |description: Hopfen: CascadeMalz: Pilsner, Wiener, Melanoidin |ABV: 4.0 |IBU: N/A |rating: 3.06",Brauhaus Joh. Albrecht,Sommerbier
beer kind: Lager - Pale |description: http://www.gut-riedelsbach.de/biere/alias/sitter-braeu-blond-8.html |ABV: 4.08 |IBU: N/A |rating: 3.06,Sitter BrĂ¤u,Blond
beer kind: Lager - Pale |description: brewed for Tilsiter Lichtspiele |ABV: 4.08 |IBU: N/A |rating: 3.06,Zukunft am Ostkreuz,Tilsiter Hell
"beer kind: Lager - Pale |description: Dry hopped Lager, brewed by bierwerk kreativbrauerei. |ABV: 5.03 |IBU: 20 |rating: 3.59",bierwerk nĂĽrnberg,"""doldi"" citrus lager"
"beer kind: Lager - Pale |description: Ein Lager. KrĂ¤ftig, fruchtig und wundervoll malzaromatisch. Von Nerds fĂĽr Nerds. |ABV: 5.03 |IBU: 25 |rating: 3.59",ĂśberQuell,RaketenbrĂ¤u Lager
beer kind: Lager - Pale |description:  |ABV: 4.08 |IBU: N/A |rating: 3.58,Hausbrauerei Watzke,Sommerbier
beer kind: Lager - Pale |description: brewed for GaststĂ¤tte W. Prassnik |ABV: 4.08 |IBU: N/A |rating: 3.57,Zukunft am Ostkreuz,Prassnik Hell
beer kind: Lager - Pale |description:  |ABV: 6.03 |IBU: N/A |rating: 3.55,Klosterbrauerei Neuzelle,Closter Zell
beer kind: Lager - Pale |description: One for your backpack. A Pilsner at heart that comes at sessionable ABV and with a Simcoe and Cascade backbone. A perfect everyday Lager. |ABV: 4.02 |IBU: 35 |rating: 3.55,True Brew Brewing Co.,Upside Down
beer kind: Lager - Pale |description:  |ABV: 5.03 |IBU: N/A |rating: 3.55,Stugge Brauwerkstatt,High Hops
beer kind: Lager - Pale |description:  |ABV: 4.7 |IBU: N/A |rating: 3.55,Praca De Coimbra,Coimbra
beer kind: Lager - Pale |description:  |ABV: 5.04 |IBU: N/A |rating: 3.55,Shakesbeers,Shakesbeers Hannover Lager
"beer kind: Lager - Pale |description: Formerly 5.6%. Traditional and modern brewing techniques have been combined to produce a unique yet authentic lager. Brewed for 60-90 days, this lager is a deep, golden colour, well-balanced, strong and pure. It should be served nicely chilled |ABV: 5.02 |IBU: N/A |rating: 3.55",Hofmark Brauerei,Harrods Knightsbridge 1849 Premium Lager
